date,platform,chart,rank,title,author,publisher,category,rating,review_count,product_id,url
2026-09-14,kyobo,ebook_best,1,새창보기 아이콘새창보기,,,,,,S000220308313,https://product.kyobobook.co.kr/detail/S000220308313
2026-09-14,kyobo,ebook_best,2,새창보기 아이콘새창보기,,,,,,S000220693844,https://product.kyobobook.co.kr/detail/S000220693844
2026-09-14,kyobo,ebook_best,3,새창보기 아이콘새창보기,,,,,,S000221231718,https://product.kyobobook.co.kr/detail/S000221231718
2026-09-14,kyobo,ebook_best,4,새창보기 아이콘새창보기,,,,,,S000221248175,https://product.kyobobook.co.kr/detail/S000221248175
2026-09-14,kyobo,ebook_best,5,새창보기 아이콘새창보기,,,,,,S000000620195,https://product.kyobobook.co.kr/detail/S000000620195
2026-09-14,kyobo,ebook_best,6,새창보기 아이콘새창보기,,,,,,S000221248704,https://product.kyobobook.co.kr/detail/S000221248704
2026-09-14,kyobo,ebook_best,7,새창보기 아이콘새창보기,,,,,,S000211748790,https://product.kyobobook.co.kr/detail/S000211748790
2026-09-14,kyobo,ebook_best,8,새창보기 아이콘새창보기,,,,,,S000221075112,https://product.kyobobook.co.kr/detail/S000221075112
2026-09-14,kyobo,ebook_best,9,새창보기 아이콘새창보기,,,,,,S000221248222,https://product.kyobobook.co.kr/detail/S000221248222
2026-09-14,kyobo,ebook_best,10,새창보기 아이콘새창보기,,,,,,S000220937605,https://product.kyobobook.co.kr/detail/S000220937605
2026-09-14,kyobo,ebook_best,11,새창보기 아이콘새창보기,,,,,,S000220636999,https://product.kyobobook.co.kr/detail/S000220636999
2026-09-14,kyobo,ebook_best,12,새창보기 아이콘새창보기,,,,,,S000220843924,https://product.kyobobook.co.kr/detail/S000220843924
2026-09-14,kyobo,ebook_best,13,새창보기 아이콘새창보기,,,,,,S000221256345,https://product.kyobobook.co.kr/detail/S000221256345
2026-09-14,kyobo,ebook_best,14,새창보기 아이콘새창보기,,,,,,S000220789296,https://product.kyobobook.co.kr/detail/S000220789296
2026-09-14,kyobo,ebook_best,15,새창보기 아이콘새창보기,,,,,,S000220500994,https://product.kyobobook.co.kr/detail/S000220500994
2026-09-14,kyobo,ebook_best,16,새창보기 아이콘새창보기,,,,,,S000001632467,https://product.kyobobook.co.kr/detail/S000001632467
2026-09-14,kyobo,ebook_best,17,새창보기 아이콘새창보기,,,,,,S000221141961,https://product.kyobobook.co.kr/detail/S000221141961
2026-09-14,kyobo,ebook_best,18,새창보기 아이콘새창보기,,,,,,S000220119415,https://product.kyobobook.co.kr/detail/S000220119415
2026-09-14,kyobo,ebook_best,19,새창보기 아이콘새창보기,,,,,,S000218278239,https://product.kyobobook.co.kr/detail/S000218278239
2026-09-14,kyobo,ebook_best,20,새창보기 아이콘새창보기,,,,,,S000220929341,https://product.kyobobook.co.kr/detail/S000220929341
